
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0289        4890400 |               F
       2     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0363        4890400 |               F
       2     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0363        4890400 |               F
       2     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0363        8366800 |               F
       3     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0411       13107200 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       17856800 |               F
       5     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0462       22720000 |               F
       6     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0475       27467200 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       27467200 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       27467200 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       32242000 |               F
